pmid,title,abstract,year,is_review,disorders,neurotransmitters,publication_types
20558533,Impaired neuroendocrine and immune response to acute stress in medication-naive patients with a first episode of psychosis.,"Little is known about how the biological stress response systems--the autonomic nervous system (ANS), the hypothalamic-pituitary-adrenal (HPA) axis, and the immune system--function during psychosis. Results of studies on the effect of stress on the immune and autonomic system in patients with schizophrenia are inconsistent. The present study investigates whether the stress response is impaired in medication-naive patients with a first episode of psychosis. Ten male patients with a first episode of psychosis and 15 controls were exposed to the stress of public speaking. Parameters of the ANS (heart rate and catecholamines), the HPA axis (plasma adrenocorticotropic hormone [ACTH] and cortisol), and the immune system (number and activity of natural killer [NK] cells) were measured. Peak responses were calculated to examine the relationship between stress-induced activation of the different systems. Subjective stress and anxiety before and during the task were assessed. Patients and controls displayed similar autonomic responses to acute stress. However, there was an impaired HPA axis response, slow onset and return of ACTH, and flattened cortisol response and a reduced increase in number NK cells and NK cell activity in patients with a first episode of psychosis. Furthermore, in patients, the relationship between the different stress response systems was weaker or absent compared with controls. These findings indicate that impairments in stress processing are associated with the endophenotype of psychosis and are not a result of illness progression or antipsychotic medication.",2012,False,Schizophrenia,Norepinephrine,Journal Article
20699352,Dexamphetamine-induced reduction of P3a and P3b in healthy participants.,"The reduced P3 is one of the most robust deficits involved in schizophrenia. Previous research with catecholaminergic agonists or releasers such as amphetamines have used doses too small to adequately demonstrate an effect on P3. In this study, we gave 0.45 mg/kg dexamphetamine to healthy volunteers (final n = 18) using both auditory and visual three-stimulus P3 procedures. Dexamphetamine significantly reduced P3 amplitudes to auditory target, rare non-target and standard stimulus amplitudes. The reduction in auditory P3 induced by dexamphetamine was proportional across stimulus types to placebo P3 values. There were no effects of dexamphetamine on visual P3. We demonstrate a reduced auditory P3 similar to that seen in schizophrenia and other psychotic illnesses. This possibly reflects a common pathology which is hypothesized within the P3 literature to be related to attention and working memory. Differences between auditory and visual P3 modulation may be related to regional variations in catecholamine or specifically dopamine receptor densities. One specific auditory P3 generator is the superior temporal cortex, an area with dopamine D(2) receptor enriched bands. This is contrasted with visual specific generators, such as the inferior temporal cortex and superior parietal cortex, which do not have these enriched bands.",2011,False,Schizophrenia,Norepinephrine,"Journal Article; Research Support, Non-U.S. Gov't"
21146875,Abnormal plasma monoamine metabolism in schizophrenia and its correlation with clinical responses to risperidone treatment.,"Abnormalities in plasma monoamine metabolism reflect partly the illness of schizophrenia and sometimes the symptoms. Such studies have been repeatedly reported but have rarely taken both metabolites and parent amines or inter-amine activity ratios into account. In this study, the monoamines, their metabolites, turnovers and between-metabolite ratios in plasma were measured longitudinally in 32 schizophrenic patients treated with risperidone for 6 weeks, to examine possible biochemical alterations in schizophrenia, and to examine the association between treatment responses and psychopathology assessed according to the Positive and Negative Syndrome Scale (PANSS). The results showed lower level of plasma 3,4-dihydroxyphenylacetic acid (DOPAC) in relapsed versus first-episode schizophrenic patients, higher norepinephrine (NE) turnover rate (TR) in undifferentiated in comparison to paranoid schizophrenic patients and relatively higher metabolic activity of dopamine (DA) to serotonin (5-HT) in first-episode versus relapsed schizophrenic patients. Risperidone treatment induced a decrement of plasma DA levels and increments of plasma DOPAC and DA TR in the total group of schizophrenic patients. The turnover rate of 5-HT was was reduced in undifferentiated and relapsed subgroups of schizophrenic patients. The linkages between 5-HT TR, DA/NE relative activity and clinical symptomatology were also identified. These findings are consistent with an involvement of these systems in the pathogenesis of schizophrenia as well as in the responses to treatment, and the usefulness of certain biochemical indices as markers for subgrouping.",2011,False,Schizophrenia,Norepinephrine,Journal Article
21236292,Prenatal lipopolysaccharide treatment enhances MK-801-induced psychotomimetic effects in rats.,"The aim of this study was to evaluate the effect of prenatal lipopolysaccharide (LPS) treatment, which is an animal developmental model of schizophrenia, on MK-801-induced psychotomimetic behavioral changes and brain aminergic system activity in adult offspring. Repeated LPS (1 mg/kg) injection in rats, that had started from 7th day of pregnancy and was continued every second day till delivery, resulted in a long-lasting disruption of prepulse inhibition (PPI) and elevation of locomotor activity in their offspring. The prenatally LPS-treated rats showed hypersensitivity to MK-801 (0.1 and 0.4 mg/kg) as evidenced by the enhancement of acoustic startle amplitude, reduced PPI, and enhanced locomotor activity. These behavioral changes were accompanied by a decrease in the dopamine and its metabolite, DOPAC concentration in the frontal cortex, enhanced dopaminergic system activity in the striatum and no changes in noradrenaline (NA) level. Furthermore, the significant augmentation of 5-HT and 5-HIAA content in the frontal cortex of females only was detected. No changes in the cortical NA tissue level were found. Summing up, the present study demonstrated that the activation of the immune system in prenatal period led to persistent behavioral hypersensitivity to psychotomimetic action of a non-competitive NMDA receptor antagonist, and attention/information processing deficits. The foregoing data indicate that prenatal administration of LPS model some of the clinical aspects of schizophrenia and these behavioral effects are connected with neurochemical changes.",2011,False,Schizophrenia,Norepinephrine,Journal Article
20701825,Selective enhancement of mesocortical dopaminergic transmission by noradrenergic drugs: therapeutic opportunities in schizophrenia.,"The superior efficacy of atypical vs. classical antipsychotic drugs to treat negative symptoms and cognitive deficits in schizophrenia appears related to their ability to enhance mesocortical dopamine (DA) function. Given that noradrenergic (NE) transmission contributes to cortical DA output, we assessed the ability of NE-targeting drugs to modulate DA release in medial prefrontal cortex (mPFC) and nucleus accumbens (NAc), with the aim of selectively increasing mesocortical DA. Extracellular DA was measured using brain microdialysis in rat mPFC and NAc after local/systemic drug administration, electrical stimulation and selective brain lesions. Local GBR12909 [a selective DA transporter (DAT) inhibitor] administration increased DA output more in NAc than in mPFC whereas reboxetine [a selective NE transporter (NET) inhibitor] had an opposite regional profile. DA levels increased comparably in both regions of control rats after local nomifensine (DAT+NET inhibitor) infusion, but this effect was much lower in PFC of NE-lesioned rats (DSP-4) and in NAc of 6-OHDA-lesioned rats. Electrical stimulation of the locus coeruleus preferentially enhanced DA output in mPFC. Consistently, the administration of reboxetine+RX821002 (an α2-adrenoceptor antagonist) dramatically enhanced DA output in mPFC (but not NAc). This effect also occurred when reboxetine+RX821002 were co-administered with haloperidol or clozapine. The preferential contribution of the NE system to PFC DA allows selective enhancement of DA transmission by simultaneously blocking NET and α2-adrenoceptors, thus preventing the autoreceptor-mediated negative feedback on NE activity. Our results highlight the importance of NET and α2-adrenoceptors as targets for treating negative/cognitive symptoms in schizophrenia and related psychiatric disorders.",2011,False,Schizophrenia,Norepinephrine,"Journal Article; Research Support, Non-U.S. Gov't"
19948149,The novel neurotensin analog NT69L blocks phencyclidine (PCP)-induced increases in locomotor activity and PCP-induced increases in monoamine and amino acids levels in the medial prefrontal cortex.,"Schizophrenia is a life-long, severe, and disabling brain disorder that requires chronic pharmacotherapy. Because current antipsychotic drugs do not provide optimal therapy, we have been developing novel treatments that focus on receptors for the neuropeptide neurotensin (NT). NT69L, an analog of neurotensin(8-13), acts like an atypical antipsychotic drug in several dopamine-based animal models used to study schizophrenia. Another current animal model utilizes non-competitive antagonists of the NMDA/glutamate receptor, such as the psychotomimetic phencyclidine (PCP). In the present study, we investigated the effects of NT69L on PCP-induced behavioral and biochemical changes in the rat. The top of an activity chamber was modified to allow us to perform microdialysis in rat brain, while simultaneously recording the locomotor activity of a rat. PCP injection significantly increased activity as well as the extracellular concentration of norepinephrine (NE), 5-HT, dopamine (DA), and glutamate in the medial prefrontal cortex (mPFC). Pretreating with NT69L blocked the PCP-induced hyperactivity as well as the increase of DA, 5-HT, NE, and glutamate in mPFC. Interestingly and unexpectedly, NT69L markedly increased glycine levels, while PCP was without effect on glycine levels. Thus, NT69L showed antipsychotic-like effects in this glutamate-based animal model for studying schizophrenia. Previous work from our group suggests that NT69L also has antipsychotic-like effects in dopaminergic and serotonergic rodent models. Taken together, these data suggest that NT69L in particular and NT receptor agonists in general, will be useful as broad-spectrum antipsychotic drugs.",2010,False,Schizophrenia,Norepinephrine,"Journal Article; Research Support, N.I.H., Extramural"
19946939,Associations between plasma levels of 3-methoxy-4-hydroxyphenylglycol (MHPG) and negative symptoms or cognitive impairments in early-stage schizophrenia.,"Schizophrenic patients demonstrate a variety of cognitive deficits, including attention, executive functions, and working memory, even in the early stage of disease. In the present study, we examined the association between blood levels of 3-methoxy-4-hydroxyphenylglycol (MHPG), homovanillic acid (HVA), or brain-derived neurotrophic factor (BDNF) and scores on the Wisconsin Card Sorting Test (WCST) in patients with early-stage schizophrenia. We also investigated the association between frontal GABA levels using 1H-magnetic resonance spectroscopy (MRS) at 3T and scores on the WCST in the same patients. Blood levels of BDNF and catecholamine metabolites and brain GABA levels using 1H-MRS were measured in 18 schizophrenic patients (nine males, nine females; age range 13-52 year). A significantly positive correlation was observed between plasma MHPG levels and %PEM (rho = -0.686, p = 0.0047). A trend toward negative correlation was found between frontal lobe GABA levels and the per cent of preservation error (%PEM) in the early stage of schizophrenia (rho = -0.420, p = 0.0836). These results suggest that noradrenergic neurons might be involved in neuropsychological functions in early-stage of schizophrenia.",2009,False,Schizophrenia,Norepinephrine,Journal Article
18824331,Improvement of aggressive behavior and quality of life impairment following S-adenosyl-methionine (SAM-e) augmentation in schizophrenia.,"S-adenosyl-methionine (SAM-e), functions as a primary methyl group donor for several metabolic compounds. Since SAM-e is involved in several metabolic processes, its administration may have a role in the amelioration of several disorders. In addition, SAM-e increases catechol-O-methyltransferase (COMT) enzyme activity, which may ameliorate aggressive symptoms in certain patients. We have therefore investigated the efficacy of SAM-e in managing schizophrenia symptomatology in patients with the low activity COMT polymorphism. Eighteen patients with chronic schizophrenia were randomly assigned to receive either SAM-e (800 mg) or placebo for 8 weeks in double-blind fashion. Results indicated some reduction in aggressive behavior and improved quality of life following SAM-e administration. Female patients showed improvement of depressive symptoms. Clinical improvement did not correlate with serum SAM-e levels. Two patients receiving SAM-e exhibited some exacerbation of irritability. This preliminary pilot short-term study cautiously supports SAM-e as an adjunct in management of aggressive behavior and quality of life impairment in schizophrenia.",2009,False,Schizophrenia,Norepinephrine,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't"
18029467,Hepatic insulin resistance in antipsychotic naive schizophrenic patients: stable isotope studies of glucose metabolism.,"Our objective was to measure insulin sensitivity and body composition in antipsychotic-naive patients with DSM IV schizophrenia and/or schizoaffective disorder compared with matched controls. Seven antipsychotic medication-naive patients fulfilling the DSM IV A criteria for schizophrenia/schizoaffective disorder were matched for body mass index, age, and sex with seven control subjects. We measured endogenous glucose production and peripheral glucose disposal using a hyperinsulinemic euglycemic clamp (plasma insulin concentration approximately 200 pmol/liter) in combination with stable isotopes. Fat content and fat distribution were determined with a standardized single-slice computed tomography scan and whole body dual-energy x-ray absorptiometry. Endogenous glucose production during the clamp was 6.7 micromol/kg x min (sd 2.7) in patients vs. 4.1 micromol/kg x min (sd 1.6) in controls (P = 0.02) (95% confidence interval -5.2 to 0.006). Insulin-mediated peripheral glucose uptake was not different between patients and controls. The amount of sc abdominal fat in patients was 104.6 +/- 28.6 cm(3) and 63.7 +/- 28.0 cm(3) in controls (P = 0.04) (95% confidence interval 4.4-77.2). Intraabdominal fat and total fat mass were not significantly different. Antipsychotic medication-naive patients with schizophrenia or schizoaffective disorder display hepatic insulin resistance compared with matched controls. This finding cannot be attributed to differences in intraabdominal fat mass or other known factors associated with hepatic insulin resistance and suggests a direct link between schizophrenia and hepatic insulin resistance.",2008,False,Schizophrenia,Norepinephrine,Journal Article
17394545,Antipsychotic drugs reverse the AMPA receptor-stimulated release of 5-HT in the medial prefrontal cortex.,"The prefrontal cortex (PFC) is involved in the pathophysiology of schizophrenia. PFC neuronal activity is modulated by monoaminergic receptors for which antipsychotic drugs display moderate-high affinity, such as 5-HT(2A) and alpha(1)-adrenoceptors. Conversely, PFC pyramidal neurons project to and modulate the activity of raphe serotonergic neurons and serotonin (5-HT) release. Under the working hypothesis that atypical antipsychotic drugs may partly exert their action in PFC, we assessed their action on the in vivo 5-HT release evoked by increasing glutamatergic transmission in rat medial PFC (mPFC). This was achieved by applying S-AMPA in mPFC (reverse dialysis) or by disinhibiting thalamic excitatory afferents to mPFC with bicuculline. The application of haloperidol, chlorpromazine, clozapine and olanzapine in mPFC by reverse dialysis (but not reboxetine or diazepam) reversed the S-AMPA-evoked local 5-HT release. Likewise, the local (in mPFC) or systemic administration of these antipsychotic drugs reversed the increased prefrontal 5-HT release produced by thalamic disinhibition. These effects were shared by the 5-HT(2A) receptor antagonist M100907 and the alpha(1)-adrenoceptor antagonist prazosin. However, raclopride (DA D2 antagonist) had very modest effects. These results suggest that, besides their action in limbic striatum, antipsychotic drugs may attenuate glutamatergic transmission in PFC, possibly by interacting with 5-HT(2A) and/or alpha(1)-adrenoceptors.",2007,False,Schizophrenia,Norepinephrine,"Journal Article; Research Support, Non-U.S. Gov't"
17279373,Alterations in prefrontal glutamatergic and noradrenergic systems following MK-801 administration in rats prenatally exposed to methylazoxymethanol at gestational day 17.,"Prenatal methylazoxymethanol (MAM) administration at gestational day 17 has been shown to induce in adult rats schizophrenia-like behaviours as well as morphological and/or functional abnormalities in structures such as the hippocampus, medial prefrontal cortex (mPFC) and nucleus accumbens (NAcc), consistent with human data. The aim of the present study was to further characterize the neurochemical alterations associated with this neurodevelopmental animal model of schizophrenia. We performed simultaneous measurements of locomotor activity and extracellular concentrations of glutamate, dopamine and noradrenaline in the mPFC and the NAcc of adult rats prenatally exposed to MAM or saline after acute systemic injection of a noncompetitive NMDA antagonist, MK-801 (0.1 mg/kg s.c.). A significant attenuation of the MK-801-induced increase in glutamate levels associated with a potentiation of the increase in noradrenaline concentrations was found in the mPFC of MAM-exposed rats, whereas no significant change was observed in the NAcc. MAM-exposed rats also exhibited an exaggerated locomotor hyperactivity, in line with the exacerbation of symptoms reported in schizophrenic patients after administration of noncompetitive NMDA antagonists. Given the importance of the mPFC in regulating the hyperlocomotor effect of NMDA antagonists, our results suggest that the prefrontal neurochemical alterations induced by MK-801 may sustain the exaggerated locomotor response in MAM-exposed rats.",2007,False,Schizophrenia,Norepinephrine,Journal Article
16712949,"Performance on the Wisconsin Card Sorting Test in schizophrenia and genes of dopaminergic inactivation (COMT, DAT, NET).","The aim of the study was to test an association between polymorphisms of genes connected with dopaminergic inactivation in prefrontal cortex [catechol-O-methyltransferase (COMT), dopamine transporter (DAT), norepinephrine transporter (NET)], and performance on the Wisconsin Card Sorting Test (WCST), in schizophrenic patients. The number of perseverative errors (WCST-P), non-perseverative errors (WCST-NP), completed corrected categories (WCST-CC), conceptual level responses (WCST-%CONC) and set to the first category (WCST-1st CAT) were measured. Genotyping was done for the Val108(158)Met polymorphism of the COMT gene (79 patients), the 3'UTR VNTR polymorphism of the DAT gene (124 patients) and the 1287 A/G polymorphism of the NET gene (63 patients). Male schizophrenic patients with Val/Val genotype of COMT obtained better results on WCST-P, while female patients had worse results on the WCST-NP compared with the remaining genotypes. There was a slight trend for patients with the A9/A9 genotype of DAT and with the A/A genotype of NET to perform better on some domains of the WCST, compared with other genotypes. A limitation to the interpretation of results could be small number of patients studied as well as variable psychopathological state and medication during cognitive testing.",2006,False,Schizophrenia,Norepinephrine,"Journal Article; Research Support, Non-U.S. Gov't"
15771705,The locus coeruleus in schizophrenia: a postmortem study of noradrenergic neurones.,"Despite evidence for an abnormality of noradrenergic function in schizophrenia, it remains unclear whether the number of noradrenergic neurones is normal in patients with the disorder. In postmortem, formalin-fixed tissue from 15 schizophrenic patients and 18 controls matched for age and gender, we made estimates of the number and size of tyrosine-hydroxylase-immunoreactive cells in the locus coeruleus (LC). No significant difference was detected between these groups in the cross-sectional area or diameter of immunoreactive cell profiles. Profile number was not significantly affected by gender, side of the brainstem (left or right), postmortem interval or time in formalin; however, the levels of immunoreaction product (optical density) correlated significantly with our profile counts, which were lower on average in the schizophrenic group. When optical density was included as a covariate in our comparison (a repeated-measures analysis of variance) of schizophrenic and control cases, we found no difference between these groups in the number of neurones counted. An age-related decrease in profile number was detected, but no effect of age on our estimates of cell size was apparent. Our results highlight the importance of accounting for potential confounding variables, including variations in the quality of immunostaining, in investigations of this type. The findings presented here concur with previous studies suggesting that noradrenergic dysfunction in schizophrenia is not associated with an anatomical abnormality at the level of the LC.",2005,False,Schizophrenia,Norepinephrine,"Journal Article; Research Support, Non-U.S. Gov't"
15763278,Behavioral and neurochemical repercussions of hippocampal network activity blockade during the neonatal period.,"Early destruction of the ventral hippocampus from postnatal day 7 (P7) has been shown to induce behavioral alterations in post-pubertal rats, similar to those observed in models for schizophrenia. Using a single injection of tetanus toxin into the ventral hippocampus at P1, we tested the consequences of an early neonatal activity deprivation (<P7) on behavioral and neurochemical parameters of pre- and post-pubertal rats. We found no significant differences in either behavioral or biochemical pattern, indicating that an early neonate neural activity blockade does not induce behavioral alterations in pre- and post-puberty rats.",2005,False,Schizophrenia,Norepinephrine,"Journal Article; Research Support, Non-U.S. Gov't"
15338101,Effects of acute treatment with antidepressant drugs on sensorimotor gating deficits in rats.,"Schizophrenic patients have a deficit in prepulse inhibition (PPI) which can be modelled in rats by administration of direct or indirect dopamine (DA) receptor agonists and N-methyl-D-aspartate (NMDA) receptor antagonists. Moreover, antipsychotics reverse the disruptive effect of DA agonists and NMDA receptor antagonists in this rat model. Consequently, this model is considered as predictive of antipsychotic action in the clinic. However, the effect of compounds, such as antidepressants, used for other psychiatric disorders but also administered to patients with schizophrenia has not been well investigated in this model. Antidepressants have been suggested not to affect PPI in humans. Thus, antidepressants are not expected to antagonise PPI disruption in rats, and should normally be used as negative controls in this model. To investigate the effects of three antidepressant compounds, a serotonin reuptake inhibitor, a dopamine reuptake inhibitor, and a noradrenaline reuptake inhibitor in the rat PPI model. The effect of acute treatment with citalopram, bupropion and desipramine on d-amphetamine-disrupted and phencyclidine (PCP)-disrupted PPI in rats was investigated. Ziprasidone was tested as a positive control. None of the antidepressants, in contrast to ziprasidone, reversed PCP-disrupted PPI in rats. Both desipramine and ziprasidone normalised d-amphetamine-disrupted PPI, while citalopram and bupropion were inactive. PCP-disrupted PPI in rats was less sensitive to false positives than the d-amphetamine-disrupted PPI model, based on the antidepressants tested in this study.",2005,False,Schizophrenia,Norepinephrine,Journal Article
15179540,Effects of pharmacological doses of 2-deoxyglucose on plasma catecholamines and glucose levels in patients with schizophrenia.,"Several lines of evidence suggest that the pathophysiology of schizophrenia may be associated with altered noradrenergic and glucoregulatory function. The aim of this study was to investigate these alterations during a perturbed homeostatic state. Fifteen patients with schizophrenia and 13 healthy individuals were given a glucose deprivation challenge through administration of pharmacological doses of 2-deoxyglucose (2DG; 40 mg/kg), and their plasma was assayed over the next 60 min for concentrations of norepinephrine (NE), the intraneuronal NE metabolite dihydroxyphenylglycol (DHPG), epinephrine and glucose. 2DG induced significant increases in plasma NE, epinephrine and glucose levels in both groups with significantly greater NE and glucose increments in patients than in controls. For DHPG, 2DG produced increases in patients and decreases in the control subjects. NE responses correlated positively and significantly with the DHPG and glucose responses in schizophrenics, but not in controls. These findings suggest that patients with schizophrenia have exaggerated NE and glucose responses to an acute metabolic perturbation.",2004,False,Schizophrenia,Norepinephrine,"Journal Article; Research Support, U.S. Gov't, P.H.S."
15363476,Adjunctive use of reboxetine in schizophrenia.,"Schizophrenia is frequently complicated by depressive or negative symptoms that respond only moderately to treatment with antipsychotic drugs. Reboxetine is a novel antidepressant, which inhibits the reuptake of norepinephrine. We sought to study the efficacy and tolerability of the adjunctive use of reboxetine in a cohort of schizophrenic patients with prominent depressive or negative symptoms. Sixteen schizophrenic inpatients were recruited for this study. All subjects received 4-8 mg of reboxetine/day while the antipsychotic medication (typical antipsychotics = 4; atypical antipsychotics = 12) was continued. All subjects underwent a standardized assessment including PANSS, CGI, HAMD, and CDSS before and after treatment with reboxetine (mean 26 +/- 17 d). All subjects tolerated treatment with reboxetine. Adverse effects were mild and did not require discontinuation of reboxetine. All clinical scores (PANSS 93.1 vs. 63.1; CGI 5.4 vs. 4.1; HAMD 20.4 vs. 8.1; CDSS 12.5 vs. 4.6) improved significantly under adjunctive treatment with reboxetine (all P < 0.01). The adjunctive use of reboxetine in schizophrenic patients was safe and well-tolerated. Our results suggest that the adjunctive use of reboxetine may be an effective treatment for depressive and negative symptoms in schizophrenia.",2004,False,Schizophrenia,Norepinephrine,Journal Article
15317469,Phenyl-tetrazolyl acetophenones: discovery of positive allosteric potentiatiors for the metabotropic glutamate 2 receptor.,"Herein we disclose the discovery of a new class of positive allosteric potentiators of the metabotropic glutamate receptor 2 (mGlu2), phenyl-tetrazolyl acetophenones, e.g. 1-(2-hydroxy-3-propyl-4-[4-[4-(2H-tetrazol-5-yl)phenoxy]butoxy]phenyl) ethanone (4). These potentiators were shown to have no effect in the absence of glutamate as well as no effect at mGlu3 or the other mGlu receptors. The compounds were also evaluated in rodent models with potential relevance for schizophrenia, and 4 was shown to have activity in the inhibition of ketamine-induced norepinephrine release and ketamine-induced hyperactivity. This represents the first example of the efficacy of mGlu2 receptor potentiators in these models.",2004,False,Schizophrenia,Norepinephrine,Journal Article
15190105,Catechol-o-methyltransferase inhibition improves set-shifting performance and elevates stimulated dopamine release in the rat prefrontal cortex.,"The Val158Met polymorphism of the human catechol-O-methyltransferase (COMT) gene affects activity of the enzyme and influences performance and efficiency of the prefrontal cortex (PFC); however, although catecholaminergic neurotransmission is implicated, the underlying mechanisms remain elusive because studies of the role of COMT in PFC function are sparse. This study investigated the effect of tolcapone, a brain-penetrant COMT inhibitor, on a rat model of attentional set shifting, which is dependent on catecholamines and the medial PFC (mPFC). Additionally, we investigated the effect of tolcapone on extracellular catecholamines in the mPFC using microdialysis in awake rats. Tolcapone significantly and specifically improved extradimensional (ED) set shifting. Tolcapone did not affect basal extracellular catecholamines, but significantly potentiated the increase in extracellular dopamine (DA) elicited by either local administration of the depolarizing agent potassium chloride or systemic administration of the antipsychotic agent clozapine. Although extracellular norepinephrine (NE) was also elevated by local depolarization and clozapine, the increase was not enhanced by tolcapone. We conclude that COMT activity specifically affects ED set shifting and is a significant modulator of mPFC DA but not NE under conditions of increased catecholaminergic transmission. These data suggest that the links between COMT activity and PFC function can be modeled in rats and may be specifically mediated by DA. The interaction between clozapine and tolcapone may have implications for the treatment of schizophrenia.",2004,False,Schizophrenia,Norepinephrine,"Journal Article; Research Support, Non-U.S. Gov't"
12825094,Group II mGlu receptor activation suppresses norepinephrine release in the ventral hippocampus and locomotor responses to acute ketamine challenge.,"Group II mGlu receptor agonists (eg LY379268 and LY354740) have been shown to reverse many of the behavioral responses to PCP as well as glutamate release elicited by PCP and ketamine. In the present set of experiments, we used in vivo microdialysis to show that, in addition to reversing PCP- and ketamine-evoked glutamate release, group II mGlu receptor stimulation also prevents ketamine-evoked norepinephrine (NE) release. Pretreating animals with the mixed 2/3 metabotropic glutamate (mGlu2/3) receptor agonist LY379268 (0.3-10 mg/kg) dose-dependently inhibited ketamine (25 mg/kg)-evoked NE release in the ventral hippocampus (VHipp). Ketamine hyperactivity was also reduced in a similar dose range. Following our initial observation on NE release, we conducted a series of microinjection experiments to reveal that the inhibitory effects of LY379268 on VHipp NE release may be linked to glutamate transmission within the medial prefrontal cortex. Finally, we were able to mimic the inhibitory effects of LY379268 on ketamine-evoked NE release by using a novel mGlu2 receptor selective positive modulator. (+/-) 2,2,2-Trifluoroethyl [3-(1-methyl-butoxy)-phenyl]-pyridin-3-ylmethyl-sulfonamide (2,2,2-TEMPS, characterized through in vitro GTPgammaS binding) at a dose of 100 mg/kg significantly reduced the NE response. Together, these results demonstrate a novel means to suppress noradrenergic neurotransmission (ie by activating mGlu2 receptors) and may, therefore, have important implications for neuropsychiatric disorders in which aberrant activation of the noradrenergic system is thought to be involved.",2003,False,Schizophrenia,Norepinephrine,Comparative Study; Journal Article
12093603,Effects of risperidone on the peripheral noradrenegic system in patients with schizophrenia: a comparison with clozapine and placebo.,"Risperidone is an atypical antipsychotic drug that increases plasma norepinephrine (NE) levels, but the mechanism behind this effect is unclear. We measured arterial plasma levels of NE and other catechols during intravenous infusion of tritium-labeled NE (3H-NE) in risperidone-treated patients and compared their data with those from patients treated with clozapine or placebo. NE levels in risperidone patients were significantly higher than in placebo patients, but lower than in clozapine patients. Neither drug, however, had significant effect on plasma levels of the main neuronal metabolite of NE, dihydroxyphenylglycol (DHPG), suggesting that adrenoceptors blockade alone would not explain the NE findings. The rate of release of endogenous NE into the bloodstream (spillover) was elevated in both risperidone and clozapine patients in a manner that paralleled their NE levels; the NE clearance in both groups did not differ from placebo. Following 3H-NE infusion in risperidone-treated individuals, production of 3H-DHPG was normal, as it was in the clozapine group, suggesting that risperidone does not impede neuronal uptake or intraneuronal metabolism of NE by monoamine oxidase. Our data suggest that both risperidone and clozapine elevate plasma NE levels via enhanced neurotransmitter spillover, with risperidone producing a smaller effect.",2002,False,Schizophrenia,Norepinephrine,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't"
12404703,"Relations of clinical features, subgroups and medication to serum monoamines in schizophrenia.","Plasma and serum indices of monoaminergic activity reflect partly the illness of schizophrenia (e.g. HVA/deficit syndrome) and sometimes the symptoms (e.g. HVA/anhedonia). But, such studies have rarely taken both metabolites and parent amines or inter-amine activity ratios into account. We hypothesized that comparing the major symptom dimensions to measures of transmitter activity (with and without control for antipsychotic drug treatment) would show differential patterns of activity useful for the design of pharmacological treatments. Dopamine (DA), noradrenaline (NA), serotonin (5-HT), their three major metabolites and prolactin were measured in the serum of 108 patients with schizophrenia and 63 matched controls: DA D2-receptor blocking-activity was estimated from a regression of butyrophenone displacement in striatum in vitro on to PET reports of drug-binding in vivo. Symptoms were factored into four dimensions (disorganized/thought disorder, nonparanoid/negative, ideas-of-reference and paranoid/positive symptoms). (1). Patients' DA activity did not differ from controls: but their 5-HT and NA turnovers increased/decreased, respectively, and the DA/5HT-metabolite ratio was lower. Increased DA-D2-receptor occupancy was predicted by decreased DA-metabolism and its ratio to 5-HT-metabolism. (2). Patients had higher levels of NA, DA-metabolites and DA-/5-HT-metabolite ratios on atypical vs typical drugs. (3). Increased D2-occupancy was associated with lower DA metabolism in paranoid patients but was unrelated to relative increases of DA/5-HT- and NA-metabolism in nonparanoid patients. (4). Low DA-/5-HT-metabolite ratios, high prolactin and low DA-metabolism characterized thought-disordered patients. (5). High DA-/5-HT-metabolite ratios paralleled many ideas-of-reference. The metabolites were sensitive, respectively, to control for D2-occupancy and prolactin. The role of DA in paranoid, and 5-HT in thought-disordered and ideas-of-reference dimensions point both to the mechanisms underlying the features typical of these subgroups and the type of medication appropriate.",2002,False,Schizophrenia,Norepinephrine,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't"
12207140,Schizophrenic patients who develop postoperative confusion have an increased norepinephrine and cortisol response to surgery.,"The purpose of this study was to investigate the relationship between postoperative confusion and the plasma norepinephrine (NE), adrenocorticotropin (ACTH) or cortisol response to surgery in schizophrenic patients. We studied 50 schizophrenic patients and 35 control patients who underwent orthopedic surgery and perioperatively measured plasma NE, ACTH and cortisol levels. Postoperative confusion during 72 h after the end of the operation occurred in 14 of 50 schizophrenic patients (28%) and in 2 of 35 control patients (6%). Plasma NE levels 15 min after skin incision, the next day, the second day and the third day after operation in schizophrenic patients with postoperative confusion (668.0 +/- 59.2, 522.0 +/- 96.5, 463.2 +/- 71.2 and 398.9 +/- 56.2 pg/ml, respectively) were significantly higher than those in schizophrenic patients without confusion (524.1 +/- 62.6, 342.4 +/- 38.6, 311.2 +/- 58.3 and 314.1 +/- 77.1 pg/ml, respectively). Plasma cortisol levels 15 min after the skin incision and the next and second days after operation in schizophrenic patients with postoperative confusion (23.6 +/- 3.2, 21.1 +/- 4.3 and 19.9 +/- 4.4 microg/dl, respectively) were significantly higher than those in schizophrenic patients without confusion (15.2 +/- 4.5, 14.3 +/- 5.1 and 13.8 +/- 3.8 microg/dl, respectively). In conclusion, the occurrence of postoperative confusion in schizophrenic patients is associated with an increase in plasma norepinephrine and cortisol levels during and after surgery.",2002,False,Schizophrenia,Norepinephrine,Journal Article
